address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
50 Warren St # PHN,New York,NY,10007,8750000,4400.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Warren-St-PHN-New-York-NY-10007/2090410957_zpid/
30 Park Pl # 65A,New York,NY,10007,12000000,3699.0,4.0,5.0,32,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-65A-New-York-NY-10007/219636837_zpid/
30 Park Pl # 76B,New York,NY,10007,16850000,3173.0,3.0,5.0,94,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-76B-New-York-NY-10007/219636870_zpid/
45 Park Pl # 35TH-FL,New York,NY,10007,12050000,3238.0,3.0,4.0,198,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-Park-Pl-35TH-FL-New-York-NY-10007/2092287888_zpid/
2 Park Pl # 39B,New York,NY,10007,7950000,2548.0,2.0,3.0,46,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-39B-New-York-NY-10007/2090454339_zpid/
100 Barclay St APT 14AB,New York,NY,10007,11500000,5287.0,5.0,12.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-14AB-New-York-NY-10007/2090726048_zpid/
30 Warren St # PH3,New York,NY,10007,7360000,2652.0,3.0,3.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-PH3-New-York-NY-10007/2098214880_zpid/
45 Park Pl # 27TH-FL,New York,NY,10007,11750000,3562.0,4.0,5.0,198,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-Park-Pl-27TH-FL-New-York-NY-10007/2092287889_zpid/
100 Barclay St APT 13K,New York,NY,10007,4173000,2248.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-13K-New-York-NY-10007/2092278103_zpid/
12 Warren St # THS,New York,NY,10007,5500000,3522.0,2.0,3.0,43,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Warren-St-THS-New-York-NY-10007/2090396400_zpid/
2 Park Pl # 44B,New York,NY,10007,3875000,1294.0,1.0,2.0,192,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-44B-New-York-NY-10007/2092219106_zpid/
30 Warren St # 8B,New York,NY,10007,4325000,1640.0,2.0,2.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-8B-New-York-NY-10007/2098214881_zpid/
100 Barclay St APT 15L,New York,NY,10007,4000000,1613.0,2.0,3.0,50,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-15L-New-York-NY-10007/2095981089_zpid/
60 Warren St FL 5,New York,NY,10007,9300000,4157.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-Warren-St-FL-5-New-York-NY-10007/2091147762_zpid/
111 Murray St # 52EAST,New York,NY,10007,9880000,2998.0,3.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Murray-St-52EAST-New-York-NY-10007/2090874773_zpid/
101 Warren St # 11H,New York,NY,10007,3490000,1650.0,2.0,3.0,360,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-11H-New-York-NY-10007/2110205571_zpid/
37 Murray St # PHB,New York,NY,10007,4895000,3050.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/37-Murray-St-PHB-New-York-NY-10007/2090900188_zpid/
25 Murray St APT 9E,NEW YORK,NY,10007,13750000,5900.0,6.0,12.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-Murray-St-APT-9E-New-York-NY-10007/83942281_zpid/
30 Warren St # 5C,New York,NY,10007,4320000,1915.0,3.0,4.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-5C-New-York-NY-10007/2090559245_zpid/
111 Murray St # 25B,New York,NY,10007,4550000,1581.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Murray-St-25B-New-York-NY-10007/2091454799_zpid/
2 Park Pl # 34A,New York,NY,10007,9775000,3282.0,3.0,4.0,46,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-34A-New-York-NY-10007/2090454341_zpid/
2 Park Pl # 39A,New York,NY,10007,10275000,3282.0,3.0,4.0,46,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-39A-New-York-NY-10007/2090454338_zpid/
49 Chambers St # 14AB,New York,NY,10007,7495000,3574.0,4.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-14AB-New-York-NY-10007/2090966994_zpid/
2 Park Pl # 36B,New York,NY,10007,7650000,2548.0,2.0,3.0,162,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-36B-New-York-NY-10007/2091920027_zpid/
101 Warren St APT 2750,NEW YORK,NY,10007,4395000,1920.0,2.0,3.0,46,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-APT-2750-New-York-NY-10007/89329119_zpid/
150 Chambers St APT 5W,New York,NY,10007,3195000,1530.0,2.0,2.0,177,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Chambers-St-APT-5W-New-York-NY-10007/2129286477_zpid/
111 Murray St # 54WEST,New York,NY,10007,15150000,3359.0,4.0,10.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Murray-St-54WEST-New-York-NY-10007/2092661061_zpid/
8 Thomas St APT 1,NEW YORK,NY,10007,2945000,2900.0,2.0,3.0,182,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Thomas-St-APT-1-New-York-NY-10007/80009675_zpid/
49 Chambers St # PHD,New York,NY,10007,7950000,3378.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-PHD-New-York-NY-10007/2094337921_zpid/
101 Warren St APT 1170N,NEW YORK,NY,10007,4195000,1890.0,2.0,3.0,79,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-APT-1170N-New-York-NY-10007/89334874_zpid/
37 Warren St APT 7C,NEW YORK,NY,10007,3650000,1947.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/37-Warren-St-APT-7C-New-York-NY-10007/122272439_zpid/
41 Warren St APT 5,New York,NY,10007,4150000,2455.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-Warren-St-APT-5-New-York-NY-10007/2090724443_zpid/
49 Chambers St # 5G,New York,NY,10007,4750000,3225.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-5G-New-York-NY-10007/2091001390_zpid/
30 Park Pl # 53D,New York,NY,10007,4425000,1538.0,2.0,3.0,43,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-53D-New-York-NY-10007/219636793_zpid/
101 Warren St # 5D,NEW YORK,NY,10007,5095000,2045.0,3.0,3.0,764,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-5D-New-York-NY-10007/89334247_zpid/
49 Chambers St # 8D,New York,NY,10007,3875000,2256.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-8D-New-York-NY-10007/2091415726_zpid/
30 Park Pl # 40A,New York,NY,10007,6500000,2219.0,3.0,4.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-40A-New-York-NY-10007/219636732_zpid/
101 Warren St # 7B,NEW YORK,NY,10007,4499500,2200.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-7B-New-York-NY-10007/89330552_zpid/
101 Warren St # 5H,NEW YORK,NY,10007,3995000,2114.0,2.0,3.0,409,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-5H-New-York-NY-10007/96886873_zpid/
12 Warren St # THN,New York,NY,10007,6900000,3788.0,3.0,5.0,163,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Warren-St-THN-New-York-NY-10007/2091931865_zpid/
30 Park Pl # 69B,New York,NY,10007,8600000,2631.0,3.0,4.0,80,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-69B-New-York-NY-10007/219636850_zpid/
30 Park Pl APT 68A,New York,NY,10007,12780000,3699.0,4.0,6.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-APT-68A-New-York-NY-10007/219636846_zpid/
2 Park Pl # 36A,New York,NY,10007,9975000,3282.0,3.0,4.0,162,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Park-Pl-36A-New-York-NY-10007/2091920034_zpid/
54 Warren St APT 2,NEW YORK,NY,10007,3295000,2147.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-Warren-St-APT-2-New-York-NY-10007/83936254_zpid/
49 Chambers St # 6E,New York,NY,10007,4995000,2975.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-6E-New-York-NY-10007/2106394294_zpid/
100 Barclay St APT 15J,New York,NY,10007,3245000,1410.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-15J-New-York-NY-10007/2090701753_zpid/
45 Park Pl # 20W,New York,NY,10007,4020000,1565.0,2.0,3.0,198,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-Park-Pl-20W-New-York-NY-10007/2092287891_zpid/
100 Barclay St APT 12N,New York,NY,10007,3500000,1584.0,2.0,3.0,290,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-12N-New-York-NY-10007/2093367921_zpid/
85 West Broadway APT 10S,New York,NY,10007,3295000,1513.0,2.0,2.0,80,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/85-West-Broadway-APT-10S-New-York-NY-10007/97497439_zpid/
100 Barclay St APT 12D,New York,NY,10007,3200000,1367.0,2.0,2.0,66,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-12D-New-York-NY-10007/2095556663_zpid/
45 Park Pl # 19E,New York,NY,10007,3800000,1512.0,2.0,3.0,198,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-Park-Pl-19E-New-York-NY-10007/2092287894_zpid/
49 Chambers St # 9F,New York,NY,10007,1935000,968.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-9F-New-York-NY-10007/2091001389_zpid/
101 Warren St APT 1850,NEW YORK,NY,10007,4300000,1762.0,2.0,3.0,310,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-APT-1850-New-York-NY-10007/89332151_zpid/
111 Murray St # 22A,New York,NY,10007,4300000,1593.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Murray-St-22A-New-York-NY-10007/2091907606_zpid/
111 Murray St # 11WEST,New York,NY,10007,6350000,2217.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-Murray-St-11WEST-New-York-NY-10007/2092746960_zpid/
16 Warren St APT 4,NEW YORK,NY,10007,4695000,2583.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Warren-St-APT-4-New-York-NY-10007/89334312_zpid/
49 Chambers St # 9B,New York,NY,10007,2975000,1750.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-9B-New-York-NY-10007/2090966991_zpid/
30 Park Pl # 63B,New York,NY,10007,7200000,2213.0,3.0,4.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-63B-New-York-NY-10007/219636831_zpid/
30 Park Pl # 56A,New York,NY,10007,8875000,2811.0,4.0,5.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-56A-New-York-NY-10007/219636802_zpid/
30 Park Pl # 46A,New York,NY,10007,6700000,2219.0,3.0,4.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-46A-New-York-NY-10007/219636759_zpid/
100 Barclay St APT 17R,New York,NY,10007,4499000,2112.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-17R-New-York-NY-10007/2093304719_zpid/
49 Chambers St # 10H,New York,NY,10007,2775000,1459.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-10H-New-York-NY-10007/2090966993_zpid/
101 Warren St # 11H,NEW YORK,NY,10007,3490000,1650.0,2.0,3.0,94,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-11H-New-York-NY-10007/89332218_zpid/
30 Warren St # 3C,New York,NY,10007,3275000,1665.0,2.0,3.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-3C-New-York-NY-10007/2098214876_zpid/
101 Warren St # 11J,NEW YORK,NY,10007,3375000,1650.0,2.0,3.0,128,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Warren-St-11J-New-York-NY-10007/89335158_zpid/
100 Barclay St APT 17H,New York,NY,10007,3600000,1779.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-17H-New-York-NY-10007/2096719023_zpid/
49 Chambers St # 6C,New York,NY,10007,2350000,1290.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-6C-New-York-NY-10007/2106394283_zpid/
30 Park Pl # 58D,New York,NY,10007,4500000,1538.0,2.0,3.0,94,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-58D-New-York-NY-10007/219636813_zpid/
57 Reade St APT 9A,NEW YORK,NY,10007,1995000,1232.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Reade-St-APT-9A-New-York-NY-10007/120289910_zpid/
200 Chambers St APT 27E,NEW YORK,NY,10007,3000000,1345.0,2.0,3.0,220,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-27E-New-York-NY-10007/80013729_zpid/
200 Chambers St APT 6H,NEW YORK,NY,10007,2725000,1280.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-6H-New-York-NY-10007/79978611_zpid/
16 Warren St APT 2,NEW YORK,NY,10007,1890000,1238.0,0.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Warren-St-APT-2-New-York-NY-10007/97524125_zpid/
30 Warren St # 2A,New York,NY,10007,2925000,1568.0,2.0,2.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-2A-New-York-NY-10007/2090559246_zpid/
30 Park Pl APT 40A,New York,NY,10007,6500000,2219.0,3.0,4.0,465,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-APT-40A-New-York-NY-10007/2095505141_zpid/
200 Chambers St APT 28E,NEW YORK,NY,10007,2950000,1345.0,2.0,3.0,158,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-28E-New-York-NY-10007/80014572_zpid/
45 Park Pl # 10E,New York,NY,10007,4795000,1958.0,3.0,4.0,197,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-Park-Pl-10E-New-York-NY-10007/2092276358_zpid/
49 Chambers St # 7A,New York,NY,10007,3375000,1824.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-7A-New-York-NY-10007/2093758159_zpid/
30 Park Pl # 41E,New York,NY,10007,5275000,1794.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Park-Pl-41E-New-York-NY-10007/219636740_zpid/
200 Chambers St APT 18F,NEW YORK,NY,10007,1798000,754.0,1.0,1.0,151,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-18F-New-York-NY-10007/80004284_zpid/
100 Barclay St APT 13C,New York,NY,10007,3338500,1443.0,2.0,3.0,122,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Barclay-St-APT-13C-New-York-NY-10007/2091581329_zpid/
30 Warren St # 3B,New York,NY,10007,2785000,1265.0,2.0,3.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-3B-New-York-NY-10007/2098214879_zpid/
30 Warren St # 5B,New York,NY,10007,1995000,1015.0,1.0,2.0,53,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Warren-St-5B-New-York-NY-10007/2098214883_zpid/
57 Reade St APT 15A,NEW YORK,NY,10007,2375000,1244.0,2.0,2.0,47,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Reade-St-APT-15A-New-York-NY-10007/120287566_zpid/
49 Chambers St # 6G,New York,NY,10007,1995000,1149.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Chambers-St-6G-New-York-NY-10007/2094733045_zpid/
275 Greenwich St APT 8L,New York,NY,10007,1225000,868.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/275-Greenwich-St-APT-8L-New-York-NY-10007/2098790340_zpid/
57 Reade St APT 14B,NEW YORK,NY,10007,1625000,909.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Reade-St-APT-14B-New-York-NY-10007/120287796_zpid/
80 Chambers St APT 9C,NEW YORK,NY,10007,1295000,1056.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-Chambers-St-APT-9C-New-York-NY-10007/63863517_zpid/
77 Reade St # 3DS,New York,NY,10007,1395000,855.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/77-Reade-St-3DS-New-York-NY-10007/2090162346_zpid/
57 Reade St APT 9D,NEW YORK,NY,10007,1200000,785.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Reade-St-APT-9D-New-York-NY-10007/120287112_zpid/
200 Chambers St APT 3G,NEW YORK,NY,10007,1395000,719.0,1.0,1.0,190,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-3G-New-York-NY-10007/80007372_zpid/
261 Broadway APT 11A,New York,NY,10007,995000,755.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-Broadway-APT-11A-New-York-NY-10007/244696702_zpid/
17 Warren St APT 3,New York,NY,10007,1495000,NA,1.0,1.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/17-Warren-St-APT-3-New-York-NY-10007/244700402_zpid/
17 Warren St APT 3,New York,NY,10007,1495000,900.0,1.0,1.0,239,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/17-Warren-St-APT-3-New-York-NY-10007/114160110_zpid/
200 Chambers St APT 3M,NEW YORK,NY,10007,1290000,625.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Chambers-St-APT-3M-New-York-NY-10007/80013782_zpid/
261 Broadway APT 7C,New York,NY,10007,1225000,885.0,1.0,1.0,63,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-Broadway-APT-7C-New-York-NY-10007/244865632_zpid/
57 Reade St APT 8D,NEW YORK,NY,10007,1245000,785.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/57-Reade-St-APT-8D-New-York-NY-10007/120289463_zpid/
Reade St APT 21C,New York,NY,10007,NA,1571.0,NA,NA,145,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244690219_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Greenwich St,New York,NY,10007,NA,39600.0,NA,NA,240,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154073849_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chambers St APT 5J,New York,NY,10007,NA,677.0,NA,NA,274,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241947380_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chambers St APT 5R,NEW YORK,NY,10007,NA,577.0,NA,NA,53,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/246128323_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chambers St APT 7N,New York,NY,10007,NA,625.0,NA,NA,327,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240000686_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Warren St # 5G,NEW YORK,NY,10007,NA,2127.0,NA,NA,88,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245345419_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chambers St APT 5J,New York,NY,10007,NA,677.0,NA,NA,274,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241947380_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
