address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
196 Orchard St # PH11D,New York,NY,10002,3495000,1269.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/196-Orchard-St-PH11D-New-York-NY-10002/2090283573_zpid/
287 E Houston St # MAISONETTE,New York,NY,10002,2700000,1382.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/287-E-Houston-St-MAISONETTE-New-York-NY-10002/2094442873_zpid/
287 E Houston St # 3C,New York,NY,10002,1175000,624.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/287-E-Houston-St-3C-New-York-NY-10002/2094443583_zpid/
100 Norfolk St # 9B,New York,NY,10002,2650000,1388.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Norfolk-St-9B-New-York-NY-10002/2097130867_zpid/
150 Rivington St # 4E,New York,NY,10002,2195000,1065.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Rivington-St-4E-New-York-NY-10002/2090856934_zpid/
150 Rivington St # 6B,New York,NY,10002,1185000,610.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Rivington-St-6B-New-York-NY-10002/2093954256_zpid/
38 Delancey St # 4CD,New York,NY,10002,4055000,1622.0,3.0,3.0,423,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/38-Delancey-St-4CD-New-York-NY-10002/2106008880_zpid/
171 Henry St # 2D,New York,NY,10002,1316825,1075.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/171-Henry-St-2D-New-York-NY-10002/2091403231_zpid/
242 Broome St # 7C,New York,NY,10002,2650000,1376.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-Broome-St-7C-New-York-NY-10002/2092287624_zpid/
242 Broome St # 14B,New York,NY,10002,4750000,2011.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-Broome-St-14B-New-York-NY-10002/2091814126_zpid/
242 Broome St # 10D,New York,NY,10002,2790000,1287.0,2.0,2.0,151,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-Broome-St-10D-New-York-NY-10002/2091814127_zpid/
242 Broome St # 8F,New York,NY,10002,2500000,1229.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-Broome-St-8F-New-York-NY-10002/2096931861_zpid/
50 Orchard St APT 2D,New York,NY,10002,2290000,1138.0,2.0,2.0,190,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Orchard-St-APT-2D-New-York-NY-10002/2099694748_zpid/
287 E Houston St # 5B,New York,NY,10002,1495000,750.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/287-E-Houston-St-5B-New-York-NY-10002/2092186609_zpid/
150 Rivington St # 3A,New York,NY,10002,2275000,1215.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Rivington-St-3A-New-York-NY-10002/2098337334_zpid/
38 Delancey St # 4B,New York,NY,10002,2520000,1008.0,2.0,2.0,414,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/38-Delancey-St-4B-New-York-NY-10002/2131719444_zpid/
Fdr Dr APT C1705,New York,NY,10002,NA,923000.0,0.0,NA,53,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/246128330_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Willett St,New York,NY,10002,NA,4731.0,NA,NA,366,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/245083648_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grand St,New York,NY,10002,NA,40064.0,0.0,NA,255,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245083647_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
264 E Broadway APT C201,New York,NY,10002,2450000,3000.0,4.0,4.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/264-E-Broadway-APT-C201-New-York-NY-10002/2091157243_zpid/
Bowery APT 4A,New York,NY,10002,NA,911.0,NA,NA,248,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242113008_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Broadway,New York,NY,10002,NA,11475.0,NA,NA,208,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244690213_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Orchard St # 2-F,NEW YORK,NY,10002,NA,713.0,NA,NA,45,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247194499_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Rivington St APT 9B,NEW YORK,NY,10002,NA,494.0,NA,NA,92,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/246128324_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Market St # 46,New York,NY,10002,NA,16996.0,NA,NA,43,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247194495_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10 West St # PH-2C,New York,NY,10004,10995000,4293.0,4.0,5.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-PH-2C-New-York-NY-10004/65316816_zpid/
70 Little West St APT 30A,New York,NY,10004,7495000,3655.0,4.0,4.0,8,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-30A-New-York-NY-10004/2139037697_zpid/
10 West St PH 1C,New York,NY,10004,9998000,3042.0,4.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-PH-1C-New-York-NY-10004/2091209335_zpid/
21 S William St #PH,New York,NY,10004,4900000,2020.0,3.0,3.0,171,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-S-William-St-PH-New-York-NY-10004/2091998174_zpid/
70 Little West St PH 1B,New York,NY,10004,6300000,2352.0,4.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-PH-1B-New-York-NY-10004/2091207989_zpid/
30 West St APT 5F,New York,NY,10004,2500000,2385.0,4.0,5.0,58,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-5F-New-York-NY-10004/2090630285_zpid/
40 Broad St # 15DD,New York,NY,10004,990000,940.0,1.0,2.0,8,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-15DD-New-York-NY-10004/2089716848_zpid/
30 West St # 18DE,New York,NY,10004,3995000,2401.0,4.0,4.0,32,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-18DE-New-York-NY-10004/2101966672_zpid/
30 West St APT 12F,New York,NY,10004,2975000,2097.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-12F-New-York-NY-10004/2091107826_zpid/
70 Little West St APT 12E,New York,NY,10004,3500000,1737.0,3.0,3.0,14,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-12E-New-York-NY-10004/89228985_zpid/
3 Hanover Sq APT 2E,New York,NY,10004,1100000,1100.0,2.0,1.0,43,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-2E-New-York-NY-10004/79493263_zpid/
26 Beaver St APT 14,New York,NY,10004,2295000,NA,3.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-Beaver-St-APT-14-New-York-NY-10004/244884631_zpid/
30 West St APT 6G,New York,NY,10004,1390000,1190.0,2.0,2.0,24,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-6G-New-York-NY-10004/2090020148_zpid/
70 Little West St PH 1A,New York,NY,10004,4290000,1734.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-PH-1A-New-York-NY-10004/2109642917_zpid/
10 West St APT 29C,New York,NY,10004,3621000,2046.0,3.0,4.0,10,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-29C-New-York-NY-10004/2089764212_zpid/
40 Broad St,NEW YORK,NY,10004,1650000,1150.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-New-York-NY-10004/97528530_zpid/
30 West St APT 4F,New York,NY,10004,2650000,2385.0,4.0,5.0,50,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-4F-New-York-NY-10004/2091189366_zpid/
20 West St APT 28F,NEW YORK,NY,10004,749900,663.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-28F-New-York-NY-10004/79978443_zpid/
10 West St APT 28A,New York,NY,10004,3250000,1552.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-28A-New-York-NY-10004/2089836406_zpid/
70 Little West St APT 5H,New York,NY,10004,1875000,1235.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-5H-New-York-NY-10004/89228950_zpid/
20 West St APT 29F,NEW YORK,NY,10004,569000,417.0,0.0,1.0,150,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-29F-New-York-NY-10004/80014330_zpid/
20 West St APT 19G,NEW YORK,NY,10004,975000,1018.0,1.0,1.0,310,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-19G-New-York-NY-10004/80007058_zpid/
30 West St APT 32F,New York,NY,10004,4680000,2097.0,3.0,4.0,20,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-32F-New-York-NY-10004/2136690252_zpid/
70 Little West St APT 4B,New York,NY,10004,1925000,1311.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-4B-New-York-NY-10004/97536096_zpid/
20 West St APT 39A,NEW YORK,NY,10004,795000,500.0,1.0,1.0,319,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-39A-New-York-NY-10004/80004174_zpid/
20 West St APT 39A,NEW YORK,NY,10004,795000,500.0,1.0,1.0,319,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-39A-New-York-NY-10004/80004174_zpid/
20 West St APT 39E,NEW YORK,NY,10004,675000,364.0,0.0,1.0,204,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-39E-New-York-NY-10004/80013447_zpid/
20 West St APT 15F,NEW YORK,NY,10004,675000,578.0,1.0,1.0,479,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-15F-New-York-NY-10004/80009740_zpid/
30 West St APT PH1B,New York,NY,10004,2275000,1404.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-PH1B-New-York-NY-10004/2091189280_zpid/
10 West St APT 34C,New York,NY,10004,3425000,1690.0,3.0,3.0,73,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-34C-New-York-NY-10004/2090872783_zpid/
10 West St APT 17A,New York,NY,10004,3850000,1944.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-17A-New-York-NY-10004/2091189287_zpid/
30 West St APT 4G,New York,NY,10004,1325000,1190.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-4G-New-York-NY-10004/2091189238_zpid/
40 Broad St APT 14B,NEW YORK,NY,10004,975000,859.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-14B-New-York-NY-10004/89228368_zpid/
20 West St APT 31C,NEW YORK,NY,10004,735000,482.0,0.0,1.0,52,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-31C-New-York-NY-10004/69509667_zpid/
20 West St APT 31B,NEW YORK,NY,10004,768000,544.0,0.0,1.0,98,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-31B-New-York-NY-10004/80004827_zpid/
40 Broad St APT 12F,NEW YORK,NY,10004,739000,613.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-12F-New-York-NY-10004/89228364_zpid/
3 Hanover Sq APT 3A,New York,NY,10004,649000,910.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-3A-New-York-NY-10004/244748410_zpid/
40 Broad St APT 22A,NEW YORK,NY,10004,1150000,951.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-22A-New-York-NY-10004/89228424_zpid/
40 Broad St APT 15B,NEW YORK,NY,10004,1525000,1123.0,2.0,2.0,36,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-15B-New-York-NY-10004/89228376_zpid/
70 Little West St APT 8E,New York,NY,10004,2400000,1357.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-8E-New-York-NY-10004/89228964_zpid/
70 Little West St APT 16E,New York,NY,10004,3860000,1737.0,3.0,3.0,54,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-16E-New-York-NY-10004/89228996_zpid/
20 West St APT 19F,NEW YORK,NY,10004,838000,675.0,0.0,1.0,212,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-19F-New-York-NY-10004/80009418_zpid/
40 Broad St APT 11B,NEW YORK,NY,10004,1200000,859.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-11B-New-York-NY-10004/89228353_zpid/
40 Broad St PENTHOUSE 4B,New York,NY,10004,1445000,1071.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-PENTHOUSE-4B-New-York-NY-10004/89228502_zpid/
70 Little West St APT 6C,New York,NY,10004,1195000,930.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-6C-New-York-NY-10004/89228952_zpid/
10 West St APT 21C,New York,NY,10004,2795000,1690.0,2.0,3.0,67,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-21C-New-York-NY-10004/2090790299_zpid/
40 Broad St APT 17H,NEW YORK,NY,10004,1350000,1337.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-17H-New-York-NY-10004/89228396_zpid/
3 Hanover Sq APT 17G,New York,NY,10004,1049500,NA,1.0,1.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-17G-New-York-NY-10004/244868694_zpid/
3 Hanover Sq APT 15E,New York,NY,10004,695000,700.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-15E-New-York-NY-10004/244885137_zpid/
40 Broad St APT 17B,NEW YORK,NY,10004,1395000,1100.0,1.0,2.0,92,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-17B-New-York-NY-10004/89228390_zpid/
70 Little West St APT 15G,New York,NY,10004,1875000,1356.0,2.0,2.0,81,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-15G-New-York-NY-10004/97506534_zpid/
10 West St APT 33C,New York,NY,10004,3095000,1690.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-33C-New-York-NY-10004/2090568032_zpid/
30 West St APT 31G,New York,NY,10004,2398000,1190.0,2.0,2.0,85,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-31G-New-York-NY-10004/2110205517_zpid/
70 Little West St APT 14B,New York,NY,10004,2225000,1311.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-14B-New-York-NY-10004/97527154_zpid/
20 West St APT 35E,NEW YORK,NY,10004,799000,598.0,0.0,1.0,375,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-35E-New-York-NY-10004/80013133_zpid/
70 Little West St APT 9G,New York,NY,10004,1450000,925.0,1.0,2.0,109,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-9G-New-York-NY-10004/89228971_zpid/
30 West St APT 23A,New York,NY,10004,2985000,1698.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-23A-New-York-NY-10004/2091067084_zpid/
40 Broad St APT 26D,NEW YORK,NY,10004,1265000,1049.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-26D-New-York-NY-10004/89228459_zpid/
20 West St APT 27E,NEW YORK,NY,10004,825000,662.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-27E-New-York-NY-10004/80006360_zpid/
30 West St APT 20E,New York,NY,10004,2380000,1526.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-20E-New-York-NY-10004/2132878413_zpid/
40 Broad St PENTHOUSE 4G,New York,NY,10004,1650000,1200.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-PENTHOUSE-4G-New-York-NY-10004/89228505_zpid/
20 West St APT 34F,NEW YORK,NY,10004,715000,400.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-34F-New-York-NY-10004/80013628_zpid/
40 Broad St APT 11H,NEW YORK,NY,10004,1650000,1338.0,2.0,2.0,68,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Broad-St-APT-11H-New-York-NY-10004/89228358_zpid/
70 Little West St APT 8D,New York,NY,10004,1425000,886.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Little-West-St-APT-8D-New-York-NY-10004/97520416_zpid/
30 West St APT PH2C,New York,NY,10004,1899000,1150.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-West-St-APT-PH2C-New-York-NY-10004/2091189378_zpid/
20 West St APT 21C,NEW YORK,NY,10004,679000,NA,0.0,1.0,151,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-21C-New-York-NY-10004/69509661_zpid/
20 West St APT 38H,NEW YORK,NY,10004,680000,439.0,0.0,1.0,147,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-West-St-APT-38H-New-York-NY-10004/80012146_zpid/
10 West St APT 19E,New York,NY,10004,2995000,1459.0,2.0,2.0,94,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-West-St-APT-19E-New-York-NY-10004/2091189392_zpid/
3 Hanover Sq APT 17G,New York,NY,10004,1049500,NA,1.0,1.0,43,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-17G-New-York-NY-10004/79493274_zpid/
3 Hanover Sq APT 3A,New York,NY,10004,649000,910.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hanover-Sq-APT-3A-New-York-NY-10004/88888360_zpid/
Broad St APT 20A,New York,NY,10004,NA,905.0,NA,NA,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244690214_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
West St APT 30B,NEW YORK,NY,10004,NA,544.0,NA,NA,96,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/246175971_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
West St APT 22A,NEW YORK,NY,10004,NA,463.0,NA,NA,208,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154074232_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broad St APT 24C,New York,NY,10004,NA,591.0,NA,NA,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244690216_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broad St APT 23H,New York,NY,10004,NA,1315.0,NA,NA,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244690215_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
82 Beaver St APT 409,New York,NY,10005,925000,928.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-Beaver-St-APT-409-New-York-NY-10005/2089783480_zpid/
55 Liberty St # 24D,New York,NY,10005,520000,725.0,1.0,1.0,43,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Liberty-St-24D-New-York-NY-10005/72510547_zpid/
1 Wall Street Ct APT 1405,NEW YORK,NY,10005,1395000,1495.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-1405-New-York-NY-10005/80011494_zpid/
55 Liberty St # 24D,New York,NY,10005,520000,725.0,1.0,1.0,67,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Liberty-St-24D-New-York-NY-10005/244900454_zpid/
75 Wall St APT 28A,NEW YORK,NY,10005,1230000,886.0,0.0,2.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-28A-New-York-NY-10005/89332797_zpid/
55 Liberty St # PH31,New York,NY,10005,2695000,3000.0,4.0,4.0,53,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Liberty-St-PH31-New-York-NY-10005/2090559247_zpid/
1 Wall Street Ct APT 1109,NEW YORK,NY,10005,1150000,949.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-1109-New-York-NY-10005/80003606_zpid/
75 Wall St APT 25E,New York,NY,10005,849000,669.0,0.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-25E-New-York-NY-10005/89332892_zpid/
1 Wall Street Ct APT 1505,New York,NY,10005,1350000,1495.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-1505-New-York-NY-10005/2095792024_zpid/
1 Wall Street Ct APT 1306,NEW YORK,NY,10005,510000,367.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-1306-New-York-NY-10005/79531857_zpid/
67 Liberty St APT 12,NEW YORK,NY,10005,2395000,1616.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-Liberty-St-APT-12-New-York-NY-10005/121201182_zpid/
75 Wall St APT 36C,NEW YORK,NY,10005,2450000,1752.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-36C-New-York-NY-10005/89331922_zpid/
55 Liberty St FL 31,New York,NY,10005,2695000,NA,4.0,4.0,52,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Liberty-St-FL-31-New-York-NY-10005/2090552471_zpid/
50 Pine St APT 3N,NEW YORK,NY,10005,1950000,1717.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Pine-St-APT-3N-New-York-NY-10005/69509732_zpid/
67 Liberty St APT 16,NEW YORK,NY,10005,950000,812.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-Liberty-St-APT-16-New-York-NY-10005/121189323_zpid/
15 Broad St APT 1620,NEW YORK,NY,10005,2995000,2300.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-1620-New-York-NY-10005/79979246_zpid/
20 Pine St APT 1715,New York,NY,10005,950000,822.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1715-New-York-NY-10005/2089672245_zpid/
55 Wall St APT 713,NEW YORK,NY,10005,699000,658.0,0.0,1.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Wall-St-APT-713-New-York-NY-10005/80008288_zpid/
50 Pine St APT 3S,NEW YORK,NY,10005,1189000,NA,2.0,2.0,64,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-Pine-St-APT-3S-New-York-NY-10005/69509733_zpid/
15 Broad St APT 2220,New York,NY,10005,2995000,2300.0,3.0,3.0,67,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-2220-New-York-NY-10005/143072728_zpid/
15 William St #22D,New York,NY,10005,980000,698.0,0.0,1.0,8,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-22D-New-York-NY-10005/2111504550_zpid/
101 Wall St # 20A,New York,NY,10005,1950000,963.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Wall-St-20A-New-York-NY-10005/244782470_zpid/
15 William St APT 7A,NEW YORK,NY,10005,1495000,1325.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-William-St-APT-7A-New-York-NY-10005/112518437_zpid/
20 Pine St APT 1503,New York,NY,10005,785000,656.0,0.0,1.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-1503-New-York-NY-10005/2094119789_zpid/
75 Wall St APT 29M,NEW YORK,NY,10005,1747000,1244.0,2.0,2.0,231,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-APT-29M-New-York-NY-10005/89329149_zpid/
15 Broad St APT 1900,NEW YORK,NY,10005,2999000,2114.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Broad-St-APT-1900-New-York-NY-10005/80008649_zpid/
75 Wall St FRNT 1,New York,NY,10005,2795000,1870.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Wall-St-FRNT-1-New-York-NY-10005/2122325859_zpid/
1 Wall Street Ct APT 209,NEW YORK,NY,10005,849999,675.0,1.0,1.0,80,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Wall-Street-Ct-APT-209-New-York-NY-10005/80006810_zpid/
20 Pine St APT 2407,New York,NY,10005,1198000,926.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Pine-St-APT-2407-New-York-NY-10005/2117845779_zpid/
130 Water St APT 10G,New York,NY,10005,799000,782.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-Water-St-APT-10G-New-York-NY-10005/2133720463_zpid/
